ID,Activa?,Seguro,Asegurado,Tipo,Uso,Vehículo,Inmueble,Otra,Vida y Salud,Comentarios
9fb87a16,TRUE,Seg0028,2644dba2,Vehículo,Particular,9fb87a16,,,,
35f486ec,TRUE,Seg0028,f2cb894d,Vehículo,Particular,35f486ec,,,,
4cc51591,TRUE,Seg0028,383801ec,Vehículo,Particular,4cc51591,,,,
85b2d255,TRUE,Seg0028,40350882,Vehículo,Particular,85b2d255,,,,
e5a1ec35,TRUE,Seg0028,f1171afe,Vehículo,Particular,e5a1ec35,,,,
b59ed50f,TRUE,Seg0011,rut0041,Vehículo,Comercial,b59ed50f,,,,
565e13df,TRUE,Seg0028,8ea1e085,Vehículo,Particular,565e13df,,,,
c3dfdbc8,TRUE,Seg0028,9bd1ff83,Vehículo,Particular,c3dfdbc8,,,,
3cd7078f,TRUE,Seg0028,6b6e06bb,Vehículo,Particular,3cd7078f,,,,
c49b90c4,TRUE,Seg0034,rut0096,Vehículo,Comercial,BMa0209,,,,
d7b3799c,TRUE,Seg0028,rut0160,Vehículo,Particular,c7c249ba,,,,
835b46ce,TRUE,Seg0014,rut0159,Inmueble,Vacacional,,a73a036b,,,
274994b8,TRUE,Seg0028,67645893,Vehículo,Particular,e170d4f7,,,,
0653b499,TRUE,Seg0028,rut0195,Vehículo,Particular,BMa0134,,d84d955c,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
