ID,Fecha Registro,Tipo Registro,Estado Negocio,Estado Renovación,Estado Prospecto,Estado Traspaso,Estado Inclusión,Tipo Materia,Seguro,Cot Aceptada,Póliza,Modifica Materia?,Comisión?,Contratante,Pagador,Cliente,Producto,Ejecutivo,Moneda,UF Prima Afecta,UF Prima Exenta,CLP Prima Afecta,CLP Prima Exenta,USD Prima Afecta,USD Prima Exenta,% Comisión Afecta,% Comisión Exenta,Forma de Pago,N° Cuotas,Valor Cuota,Tipo Inspección,N° Inspección,I Vigencia,Condiciones,Archivos,Comentarios,Fin Gestión,Traspaso Info 1,Traspaso Info 2
Neg0163,29/7/2025,Negocio,Nulo,,,,,Individual,,,,FALSE,TRUE,rut0173,rut0173,Cli0117,,,UF,,,,,,,,,,,,,,,,,,8/8/2025,,
Neg0164,17/10/2025,Negocio,Aceptado,,,,,Individual,Seg0028,Cot0199,,FALSE,TRUE,rut0161,rut0161,Cli0111,,,UF,,,,,,,14.00%,0.00%,PAT,,,No Aplica,,,,,,27/10/2025,,
Ren0184,29/7/2025,Renovación,,Renovado,,,,Individual,Seg0028,,Pol0259,FALSE,TRUE,rut0124,rut0124,Cli0096,,,UF,,,,,,,15.00%,0.00%,PAT,,,,,,,,,8/8/2025,,
Neg0165,15/12/2025,Negocio,Aceptado,,,,,Individual,Seg0028,27f3747b,,FALSE,TRUE,rut0134,rut0134,Cli0098,4fdf4801,,UF,,,,,,,10.50%,0.00%,PAT,,,Autoinspección,2804916,,,,,25/12/2025,,
Neg0166,19/11/2025,Negocio,Aceptado,,,,,Individual,Seg0028,88e050b9,,FALSE,TRUE,rut0124,rut0124,Cli0096,Pro0091,,UF,,,,,,,13.50%,0.00%,PAT,,,Autoinspección,1344098,,,,la cotización venció al momento de emitir. se cotizó de nuevo y estaba un poco mas barato con UF11.9 bruto,29/11/2025,,
Ren0185,20/8/2025,Renovación,,Renovado,,,,Individual,Seg0014,,Pol0263,FALSE,TRUE,rut0023,rut0023,Cli0018,,,UF,,,,,,,10.00%,10.00%,Directa,,,,,,,,,30/8/2025,,
Ren0186,22/8/2025,Renovación,,Renovado,,,,Individual,Seg0028,,Pol0264,FALSE,TRUE,rut0193,rut0193,Cli0127,,,UF,,,,,,,13.00%,0.00%,Directa,,,,,,,,,1/9/2025,,
Neg0167,25/8/2025,Negocio,Nulo,,,,,Individual,,,,FALSE,TRUE,rut0134,rut0134,Cli0098,,,UF,,,,,,,,,,,,,,,,,,4/9/2025,,
Neg0168,25/8/2025,Negocio,Nulo,,,,,Individual,,,,FALSE,TRUE,rut0174,rut0174,Cli0117,,,UF,,,,,,,,,,,,,,,,,,4/9/2025,,
Neg0169,25/8/2025,Negocio,Nulo,,,,,Individual,,,,FALSE,TRUE,rut0173,rut0173,Cli0117,,,UF,,,,,,,,,,,,,,,,,,4/9/2025,,
Neg0170,25/8/2025,Negocio,Nulo,,,,,Individual,,,,FALSE,TRUE,rut0173,rut0173,Cli0117,,,UF,,,,,,,,,,,,,,,,,,4/9/2025,,
Neg0171,28/8/2025,Negocio,Nulo,,,,,Individual,,,,FALSE,TRUE,rut0193,rut0193,Cli0127,,,UF,,,,,,,,,,,,,,,,,,7/9/2025,,
Ren0187,30/8/2025,Renovación,,Renovado,,,,Individual,Seg0028,,Pol0265,FALSE,TRUE,rut0108,rut0108,Cli0074,,,UF,,,,,,,14.00%,0.00%,PAT,,,,,,,,,9/9/2025,,
Ren0188,6/9/2025,Renovación,,Renovado,,,,Individual,Seg0014,,Pol0267,FALSE,TRUE,rut0070,rut0070,Cli0049,,,UF,,,,,,,20.15%,0.00%,Directa,,,,,,,,,16/9/2025,,
8888cabf,24/9/2025,Negocio,Aceptado,,,,,Individual,Seg0028,,,FALSE,TRUE,ca0fc53c,ca0fc53c,Cli0001,,,UF,,,,,,,17.00%,0.00%,PAT,,,Autoinspección,,,,,,4/10/2025,,
0b88954a,30/9/2025,Negocio,Nulo,,,,,Individual,,,,FALSE,TRUE,590d718b,590d718b,Cli0064,,,UF,,,,,,,,,PAT,,,No Aplica,,,,,,10/10/2025,,
Ren0189,5/10/2025,Renovación,,Renovado,,,,Individual,Seg0028,,Pol0272,FALSE,TRUE,rut0057,rut0057,Cli0040,,,UF,,,,,,,,,Directa,,,,,,,,,15/10/2025,,
Ren0190,9/10/2025,Renovación,,Renovado,,,,Individual,Seg0028,,Pol0273,FALSE,TRUE,rut0022,rut0022,Cli0017,,,UF,,,,,,,,,PAT,,,,,,,,Cliente Vendió el Auto,19/10/2025,,
3670afd7,14/10/2025,Negocio,Aceptado,,,,,Individual,Seg0028,92e77f9a,,FALSE,TRUE,gsetrghrt,gsetrghrt,Cli0044,4fdf4801,,UF,,,,,,,10.50%,0.00%,PAT,,,Autoinspección,2790152,,,,,24/10/2025,,
31ac3e19,15/10/2025,Prospecto,,,Perdido,,,Individual,,,,FALSE,,f08b235a,f08b235a,Cli0116,,,UF,,,,,,,,,Directa,,,,,,,,,25/10/2025,,
94aab317,20/10/2025,Prospecto,,,Perdido,,,Individual,Seg0028,,,FALSE,,ee1911c5,ee1911c5,a37bf75b,,,UF,,,,,,,,,,,,,,,,,,30/10/2025,,
0f0b53ad,21/10/2025,Prospecto,,,Perdido,,,Individual,Seg0028,,,FALSE,,ee1911c5,ee1911c5,a37bf75b,,,UF,,,,,,,,,PAT,,,,,,,,,31/10/2025,,
a45964c9,21/10/2025,Prospecto,,,Perdido,,,Individual,Seg0028,,,FALSE,,ee1911c5,ee1911c5,a37bf75b,,,,,,,,,,,,,,,,,,,,,31/10/2025,,
a7fec0d9,21/10/2025,Prospecto,,,Perdido,,,Individual,Seg0014,,,FALSE,,ee1911c5,ee1911c5,a37bf75b,,,,,,,,,,,,,,,,,,,,,31/10/2025,,
f54a06b1,24/10/2025,Renovación,,Renovado,,,,Individual,Seg0014,,Pol0274,FALSE,TRUE,rut0074,rut0074,Cli0052,,,,,,,,,,,,,,,,,,,,,3/11/2025,,
e95a9c19,24/10/2025,Renovación,,Renovado,,,,Individual,Seg0014,,Pol0275,FALSE,TRUE,rut0074,rut0074,Cli0052,,,,,,,,,,,,,,,,,,,,,3/11/2025,,
7374a157,24/10/2025,Renovación,,Renovado,,,,Individual,Seg0014,,Pol0276,FALSE,TRUE,rut0074,rut0074,Cli0052,,,,,,,,,,,,,,,,,,,,,3/11/2025,,
87ce1377,24/10/2025,Renovación,,Renovado,,,,Individual,Seg0011,,Pol0279,FALSE,TRUE,rut0041,rut0041,Cli0032,,,,,,,,,,,,,,,,,,,,,3/11/2025,,
647c439f,24/10/2025,Renovación,,Renovado,,,,Individual,Seg0028,,Pol0280,FALSE,TRUE,rut0066,rut0066,Cli0046,,,,,,,,,,,,,,,,,,,,,3/11/2025,,
be41bc58,24/10/2025,Renovación,,Renovado,,,,Individual,Seg0028,,Pol0283,FALSE,TRUE,rut0105,rut0105,Cli0072,,,,,,,,,,,,,,,,,,,,,3/11/2025,,
74604db5,24/10/2025,Renovación,,Renovado,,,,Individual,Seg0017,,Pol0284,FALSE,TRUE,rut0007,rut0007,8a0eccf1,,,,,,,,,,,,,,,,,,,,,3/11/2025,,
0c01f653,24/10/2025,Renovación,,Renovado,,,,Individual,Seg0028,,Pol0287,FALSE,TRUE,rut0044,rut0044,Cli0034,,,,,,,,,,,,,,,,,,,,,3/11/2025,,
cb39f0ab,24/10/2025,Renovación,,Cambio Cía,,,,Individual,Seg0028,45dd0968,Pol0288,FALSE,TRUE,rut0149,rut0149,Cli0103,,,UF,,,,,,,14.00%,0.00%,PAT,,,Autoinspección,1337092,,,,,3/11/2025,,
6a5b6dbd,24/10/2025,Renovación,,Renovado,,,,Individual,Seg0000,,Pol0289,FALSE,TRUE,rut0196,rut0196,Cli0129,,,,,,,,,,,,,,,,,,/Gestión/Registros/Renovaciones/6a5b6dbd.Condiciones.153526.pdf,,"Reservas:
BCI: 0306659
Renta: 123667",3/11/2025,,
6741304c,24/10/2025,Renovación,,Renovado,,,,Individual,Seg0001,,Pol0290,FALSE,TRUE,rut0196,rut0196,Cli0129,,,UF,,,,,,,,,Directa,,,,,,,,,3/11/2025,,
70481678,24/10/2025,Renovación,,Renovado,,,,Individual,Seg0018,,Pol0291,FALSE,TRUE,rut0196,rut0196,Cli0129,,,UF,,,,,,,,,Directa,,,,,,/Gestión/Registros/Renovaciones/70481678.Condiciones.182137.pdf,,,3/11/2025,,
b85a3025,29/10/2025,Negocio,Nulo,,,,,,Seg0028,,,FALSE,TRUE,rut0047,rut0047,Cli0036,,,,,,,,,,,,,,,,,,,,"Está pagando alrededor de UF18,17 anual con UF3 Ded",8/11/2025,,
9632e8b5,4/11/2025,Negocio,Aceptado,,,,,Individual,Seg0028,df7ffd5d,,FALSE,TRUE,rut0056,rut0056,Cli0040,,,UF,,,,,,,13.50%,0,Directa,,,Autoinspección,1334673,,,,,14/11/2025,,
ab9ce6b1,5/11/2025,Prospecto,,,Perdido,,,,,,,FALSE,,rut0174,rut0174,Cli0117,,,UF,,,,,,,,,,,,,,,,,"Buscar seguro para subcontratistas que se encargaran de transportar o instalar unas antenas. 
Seguro de todo riesgo o algo similar",15/11/2025,,
b3db958a,7/11/2025,Prospecto,,,Perdido,,,,,,,FALSE,,39a2a0e1,39a2a0e1,51f81b24,,,,,,,,,,,,,,,,,,,/Gestión/Registros/Archivos/b3db958a.Archivos.132409.pdf,,17/11/2025,,
ed5fd0f1,7/11/2025,Renovación,,Renovado,,,,Individual,Seg0028,,Pol0292,FALSE,TRUE,rut0169,rut0169,Cli0115,,,UF,,,,,,,,,Directa,,,,,,,,,17/11/2025,,
3a696d4b,7/11/2025,Renovación,,Renovado,,,,Individual,Seg0017,,Pol0293,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,17/11/2025,,
bf064cda,7/11/2025,Renovación,,Renovado,,,,Individual,Seg0014,,Pol0294,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,17/11/2025,,
8fa6ddd5,12/11/2025,Negocio,Aceptado,,,,,,Seg0028,2174d580,,FALSE,TRUE,rut0056,rut0056,Cli0040,Pro0091,,UF,,,,,,,13.50%,0.00%,Directa,,,Autoinspección,1336917,,,,,22/11/2025,,
d74a477f,12/11/2025,Negocio,Aceptado,,,,,,Seg0028,fcdc205b,,FALSE,TRUE,rut0066,rut0066,Cli0046,Pro0099,,UF,,,,,,,15.00%,0.00%,PAT,,,Continuidad,No Aplica,,,,,22/11/2025,,
241b4895,12/11/2025,Negocio,Nulo,,,,,,Seg0028,,,FALSE,TRUE,rut0183,rut0183,Cli0112,,,UF,,,,,,,,,PAT,,,Autoinspección,,,,,"No se pudo mejorar oferta de UF7,5 anual para deducible UF5",22/11/2025,,
a1bc1d28,12/11/2025,Renovación,,Renovado,,,,Individual,Seg0028,,Pol0297,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,22/11/2025,,
de9ea92b,12/11/2025,Renovación,,Renovado,,,,Individual,Seg0028,,Pol0296,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,22/11/2025,,
a0ebb3b3,13/11/2025,Prospecto,,,Perdido,,,Individual,Seg0028,,,FALSE,,bb191c8b,bb191c8b,168e6fc0,,,UF,,,,,,,,,,,,,,,,,,23/11/2025,,
1aaac0cb,13/11/2025,Negocio,Nulo,,,,,,Seg0028,,,FALSE,TRUE,rut0115,rut0115,Cli0079,,,UF,,,,,,,,,PAT,,,Autoinspección,,,,,"Tratar de mejorar Seguro Vigente.
Deducible UF3: UF15 anual",23/11/2025,,
f98f4481,30/4/2026,Prospecto,,,Pendiente,,,Individual,Seg0023,,,FALSE,TRUE,14584b16,14584b16,Cli0112,,,UF,,,,,,,,,,,,,,,,,,,,
8aaf46ba,25/11/2025,Renovación,,Cambio Cía,,,,Individual,Seg0000,25894601,Pol0289,TRUE,TRUE,rut0196,rut0196,Cli0129,2b4be016,,UF,,,,,,,9.60%,9.60%,Directa,,,,,,,,,5/12/2025,,
2d6bb025,25/11/2025,Renovación,,Cambio Cía,,,,Individual,Seg0000,d1152779,Pol0289,TRUE,TRUE,rut0196,rut0196,Cli0129,,,UF,,,,,,,,,Directa,,,,,,,,,5/12/2025,,
02b49c5e,26/11/2025,Renovación,,Renovado,,,,Individual,Seg0032,,Pol0303,FALSE,TRUE,,,,Pro0100,,UF,,,,,,,,,Directa,,,,,,,,,6/12/2025,,
46b82f8e,28/11/2025,Negocio,Nulo,,,,,,Seg0014,,,FALSE,TRUE,rut0144,rut0144,Cli0101,,,UF,,,,,,,,,,,,,,,,,,8/12/2025,,
6e6b8483,1/12/2025,Negocio,Aceptado,,,,,Individual,Seg0028,f47da6e4,,FALSE,TRUE,rut0050,rut0050,Cli0037,Pro0110,,UF,,,,,,,14.00%,0.00%,Directa,,,Autoinspección,1348544,,,,,11/12/2025,,
c83f0584,2/12/2025,Negocio,Aceptado,,,,,,Seg0014,b1038778,,FALSE,TRUE,rut0009,rut0009,Cli0008,,,UF,,,,,,,10.70%,10.70%,Directa,,,,,,,,,12/12/2025,,
8bda7d27,11/12/2025,Renovación,,Renovado,,,,Individual,Seg0028,,Pol0307,FALSE,TRUE,rut0096,rut0096,Cli0068,Pro0005,,UF,,,,,,,10.00%,0.00%,Directa,,,,,,,,,21/12/2025,,
13ec6c2a,11/12/2025,Renovación,,Renovado,,,,Individual,Seg0014,,Pol0309,FALSE,TRUE,rut0059,rut0059,Cli0042,Pro0039,,UF,,,,,,,30.00%,0.00%,PAT,,,,,,,,,21/12/2025,,
a0d39f46,15/12/2025,Renovación,,Renovado,,,,Individual,Seg0028,,Pol0311,FALSE,TRUE,rut0158,rut0158,Cli0110,Pro0015,,UF,,,,,,,15.00%,0.00%,PAT,,,,,,,,,25/12/2025,,
212e89c1,15/12/2025,Prospecto,,,Perdido,,,Individual,Seg0028,,,FALSE,,rut0071,rut0071,Cli0050,,,,,,,,,,,,,,,,,,,,Paga $36000 mensual con un deducible UF3,25/12/2025,,
28872a0c,15/12/2025,Prospecto,,,Perdido,,,Individual,Seg0028,,,FALSE,,rut0026,rut0026,Cli0021,,,,,,,,,,,,,,,,,,,,Pagaba UF21.29 deducible UF4,25/12/2025,,
e941100c,29/4/2026,Prospecto,,,Pendiente,,,Individual,Seg0028,,,FALSE,TRUE,rut0125,rut0125,Cli0086,,,UF,,,,,,,17.00%,0.00%,PAT,,,,,,,,Pagaba UF20.36 anual con UF5,,,
ae64c767,16/12/2025,Prospecto,,,Perdido,,,Individual,,,,FALSE,,rut0083,rut0083,Cli0059,,,,,,,,,,,,,,,,,,,,"UF13.74 con UF10
No entrega cot ANS",26/12/2025,,
c03c9974,16/12/2025,Negocio,Aceptado,,,,,Individual,Seg0028,76888ff0,,FALSE,TRUE,bf84f6ef,bf84f6ef,13cf8373,,,UF,,,,,,,12.00%,0.00%,PAT,,,Autoinspección,*,,,,Paga como UF15 anual con deducible UF5 o UF10,26/12/2025,,
401ef48f,30/4/2026,Prospecto,,,Pendiente,,,Individual,Seg0014,,,FALSE,TRUE,e2dd3ebd,e2dd3ebd,15cf6bee,,,UF,,,,,,,,,,,,,,,,,"Debe estar pagando UF174,15 anual Tasa Aprox de 0.512",,,
57f54aa0,16/12/2025,Negocio,Aceptado,,,,,Individual,Seg0028,8baf4757,,FALSE,TRUE,464df1c0,464df1c0,49e131c3,,,UF,,,,,,,17.00%,0.00%,PAT,,,Autoinspección,1357128,,,,,26/12/2025,,
30cda41b,17/12/2025,Negocio,Aceptado,,,,,Individual,Seg0028,566a56e0,,FALSE,TRUE,78c556e1,78c556e1,81d519d5,Pro0083,,UF,,,,,,,14.00%,0.00%,PAT,,,,1361920,,,,,27/12/2025,,
8da00208,18/12/2025,Renovación,,Renovado,,,,Individual,Seg0028,,Pol0312,FALSE,TRUE,rut0159,rut0159,Cli0111,Pro0034,,UF,,,,,,,17.00%,0.00%,PAT,,,,,,,,,28/12/2025,,
e9c41762,18/12/2025,Renovación,,Cambio Cía,,,,Individual,Seg0028,,Pol0316,FALSE,TRUE,rut0146,rut0146,Cli0102,Pro0065,,UF,,,,,,,15.00%,0.00%,Directa,,,Continuidad,,,,,Cotización 10240882,28/12/2025,,
0d1e7bdd,18/12/2025,Renovación,,Renovado,,,,Individual,Seg0028,,Pol0319,FALSE,TRUE,rut0118,rut0118,Cli0081,Pro0047,,UF,,,,,,,16.00%,0.00%,PAT,,,,,,,,,28/12/2025,,
699ec3d6,18/12/2025,Renovación,,Renovado,,,,Individual,Seg0028,,Pol0321,FALSE,TRUE,rut0061,rut0061,Cli0045,Pro0047,,UF,,,,,,,11.00%,0.00%,PAT,,,,,,,,,28/12/2025,,
970cd1c3,18/12/2025,Renovación,,Renovado,,,,Individual,Seg0028,,Pol0328,FALSE,TRUE,rut0003,rut0003,Cli0003,Pro0032,,UF,,,,,,,15.00%,0.00%,Directa,,,,,,,,,28/12/2025,,
ac927ec4,18/12/2025,Renovación,,Renovado,,,,Individual,Seg0028,,Pol0330,FALSE,TRUE,rut0128,rut0128,Cli0093,Pro0032,,UF,,,,,,,17.00%,0.00%,Directa,,,,,,,,,28/12/2025,,
53072e4c,18/12/2025,Renovación,,Renovado,,,,Individual,Seg0028,,Pol0331,FALSE,TRUE,rut0013,rut0013,Cli0012,Pro0034,,UF,,,,,,,17.00%,0.00%,PAC,,,,,,,,,28/12/2025,,
04ac1008,18/12/2025,Renovación,,Renovado,,,,Individual,Seg0028,,Pol0332,FALSE,TRUE,rut0013,rut0013,Cli0012,Pro0034,,UF,,,,,,,17.00%,0.00%,PAC,,,,,,,,,28/12/2025,,
32936c02,18/12/2025,Renovación,,Renovado,,,,Individual,Seg0028,,Pol0333,FALSE,TRUE,rut0145,rut0145,Cli0101,Pro0032,,UF,,,,,,,17.00%,0.00%,Directa,,,,,,,,,28/12/2025,,
dee879df,18/12/2025,Renovación,,Renovado,,,,Individual,Seg0028,,Pol0334,FALSE,TRUE,rut0143,rut0143,Cli0101,Pro0032,,UF,,,,,,,17.00%,0.00%,Directa,,,,,,,,,28/12/2025,,
a49e8330,18/12/2025,Renovación,,Renovado,,,,Individual,Seg0028,,Pol0335,FALSE,TRUE,rut0089,rut0089,Cli0064,Pro0032,,UF,,,,,,,17.00%,0.00%,Directa,,,,,,,,,28/12/2025,,
d4146c05,18/12/2025,Renovación,,Renovado,,,,Individual,Seg0028,,Pol0336,FALSE,TRUE,rut0091,rut0091,Cli0064,Pro0032,,UF,,,,,,,17.00%,0.00%,Directa,,,,,,,,,28/12/2025,,
6137a1d9,18/12/2025,Prospecto,,,Perdido,,,Individual,Seg0028,,,FALSE,,106a4599,106a4599,188bf0ee,,,UF,,,,,,,,,PAC,,,,,,,,Paga 11.07 por un PT+RC UF700,28/12/2025,,
df9875b3,18/12/2025,Prospecto,,,Perdido,,,Individual,Seg0028,,,,,1d711659,1d711659,188bf0ee,,,UF,,,,,,,,,,,,,,,,,,28/12/2025,,
d7fe2319,24/12/2025,Renovación,,No Renovado,,,,Individual,Seg0028,,Pol0337,FALSE,TRUE,rut0064,rut0064,Cli0046,Pro0032,,UF,,,,,,,17.00%,0.00%,Directa,,,Autoinspección,1373114,,,,Se hizo un cambio de asegurado.,3/1/2026,,
75981335,24/12/2025,Negocio,Nulo,,,,,Individual,Seg0028,4c6d83b1,,FALSE,TRUE,52c31de2,52c31de2,84fdf9de,,,UF,,,,,,,13.50%,0.00%,PAT,,,Autoinspección,1369467,,,,"SE demoró demasiado la inspeción.
El valor final quedó nulo.",3/1/2026,,
e8a75220,29/12/2025,Negocio,Nulo,,,,,,Seg0014,,,,TRUE,rut0113,rut0113,Cli0077,,,UF,,,,,,,,,PAT,,,,,,,,,8/1/2026,,
1c1623bf,31/12/2025,Negocio,Aceptado,,,,,,Seg0028,ac96bf55,,FALSE,TRUE,rut0159,rut0159,Cli0111,Pro0034,,UF,,,,,,,17.00%,0.00%,PAT,,,Autoinspección,1365233,,,,,10/1/2026,,
212d60e3,2/1/2026,Traspaso,,,,Ok,,,Seg0032,,,FALSE,FALSE,rut0196,rut0196,Cli0129,Pro0100,,UF,,,,,,,,,Directa,,,,,,,,,12/1/2026,,
6a6d843f,7/1/2026,Negocio,Aceptado,,,,,,Seg0028,37d372fb,,FALSE,TRUE,rut0017,rut0017,Cli0015,Pro0082,,UF,,,,,,,14.00%,0.00%,PAT,,,Autoinspección,1379805,,,,,17/1/2026,,
ee16754f,12/1/2026,Renovación,,Renovado,,,,Individual,Seg0028,,Pol0305,FALSE,TRUE,rut0120,rut0120,Cli0083,Pro0032,,UF,,,,,,,17.00%,0.00%,Directa,,,,,,,,,22/1/2026,,
00ae15c1,3/3/2026,Negocio,Aceptado,,,,,Individual,Seg0028,b9e87299,,FALSE,TRUE,rut0185,rut0185,Cli0121,Pro0051,,UF,,,,,,,10.00%,0.00%,PAT,,,,No Aplica,,,,,13/3/2026,,
44db2753,13/1/2026,Negocio,Aceptado,,,,,,Seg0028,1b14f5f6,,FALSE,TRUE,rut0064,rut0064,Cli0046,Pro0032,,UF,,,,,,,17.00%,0.00%,Directa,,,Autoinspección,1373114,,,,,23/1/2026,,
280d59cc,13/1/2026,Renovación,,Renovado,,,,Individual,Seg0014,,Pol0339,FALSE,TRUE,rut0110,rut0110,Cli0075,Pro0102,,UF,,,,,,,13.45%,13.45%,Directa,,,,,,,,,23/1/2026,,
7e44c039,13/1/2026,Renovación,,Cambio Cía,,,,Individual,Seg0028,,Pol0340,FALSE,TRUE,rut0198,rut0198,Cli0132,Pro0032,,UF,,,,,,,17.00%,0.00%,Directa,,,,,,,,,23/1/2026,,
6f92d466,13/1/2026,Renovación,,Renovado,,,,Individual,Seg0023,,Pol0338,FALSE,TRUE,rut0096,rut0096,Cli0068,Pro0068,,UF,,,,,,,16.00%,0.00%,Directa,,,,,,,,,23/1/2026,,
d1f02d61,13/1/2026,Negocio,Aceptado,,,,,,Seg0028,e81e6bf4,,FALSE,TRUE,rut0120,rut0120,Cli0083,,,UF,,,,,,,17.00%,0.00%,Directa,,,Continuidad,No Aplica,,,,,23/1/2026,,
e200030b,16/1/2026,Negocio,Aceptado,,,,,,Seg0028,6e159ac9,,FALSE,TRUE,rut0149,rut0149,Cli0103,,,UF,,,,,,,14.00%,0.00%,PAT,,,Autoinspección,1374693,,,,,26/1/2026,,
3daa9575,19/1/2026,Renovación,,Cambio Cía,,,,Individual,Seg0028,a422519f,Pol0328,FALSE,TRUE,,,,,,UF,,,,,,,,,,,,,,,,,,29/1/2026,,
60351732,19/1/2026,Renovación,,Renovado,,,,Individual,Seg0014,,Pol0344,FALSE,TRUE,rut0152,rut0152,Cli0106,Pro0038,,UF,,,,,,,23.00%,23.00%,PAC,,,,,,,,,29/1/2026,,
b1f94b07,19/1/2026,Renovación,,Renovado,,,,Individual,Seg0028,,Pol0345,FALSE,TRUE,rut0027,rut0027,Cli0022,Pro0015,,UF,,,,,,,15.00%,0.00%,PAT,,,,,,,,,29/1/2026,,
2e415aa7,19/1/2026,Renovación,,Renovado,,,,Individual,Seg0028,,Pol0343,FALSE,TRUE,rut0043,rut0043,Cli0033,Pro0032,,UF,,,,,,,17.00%,0.00%,PAT,,,,,,,,,29/1/2026,,
262b9f98,29/4/2026,Prospecto,,,Pendiente,,,Individual,Seg0028,,,,TRUE,rut0115,rut0115,Cli0079,,,UF,,,,,,,17.00%,0.00%,PAT,,,,,,,,,,,
82bd9642,21/1/2026,Negocio,Aceptado,,,,,Individual,Seg0028,ae3734c1,,,TRUE,590d718b,590d718b,Cli0064,Pro0063,,UF,,,,,,,14.00%,0.00%,Directa,,,Autoinspección,2819549,,,,Busca factibilidad de seguro PT+RC,31/1/2026,,
543066bb,21/1/2026,Negocio,Aceptado,,,,,Individual,Seg0028,e9d992dc,,FALSE,TRUE,93df6c68,93df6c68,b372eafb,,,UF,,,,,,,17.00%,0.00%,PAT,,,,1378518,,,,,31/1/2026,,
0263c441,29/4/2026,Prospecto,,,Pendiente,,,Individual,Seg0028,,,FALSE,TRUE,rut0016,rut0016,Cli0014,,,UF,,,,,,,,,PAT,,,,,,,,,,,
2a15e628,29/4/2026,Prospecto,,,Pendiente,,,Individual,Seg0028,,,FALSE,TRUE,rut0026,rut0026,Cli0021,,,UF,,,,,,,,,PAT,,,,,,,,"Mejorar UF21 anual con deducible UF4
Contactar pasado el 15/02",,,
8ec4f8d8,21/1/2026,Prospecto,,,Perdido,,,Individual,Seg0028,,,FALSE,,rut0126,rut0126,Cli0094,,,UF,,,,,,,,,PAT,,,,,,,,,31/1/2026,,
fc7a7987,21/1/2026,Prospecto,,,Perdido,,,Individual,Seg0028,,,FALSE,,rut0094,rut0094,Cli0067,,,UF,,,,,,,,,Directa,,,,,,,,No están interesados,31/1/2026,,
62c21e54,2/3/2026,Prospecto,,,Perdido,,,Individual,Seg0028,,,FALSE,,rut0000,rut0000,Cli0002,,,UF,,,,,,,,,PAT,,,,,,,,"Mejorar UF21 anual con UF6 ded
No contesta",12/3/2026,,
b1b7165c,29/4/2026,Prospecto,,,Pendiente,,,Individual,Seg0028,,,FALSE,TRUE,rut0191,rut0191,Cli0125,,,UF,,,,,,,,,,,,,,,,,,,,
d4f9c9d7,29/4/2026,Prospecto,,,Pendiente,,,Individual,Seg0028,,,FALSE,TRUE,rut0028,rut0028,Cli0023,,,UF,,,,,,,,,PAT,,,,,,,,,,,
72a81bef,23/1/2026,Prospecto,,,Perdido,,,Individual,,,,FALSE,,rut0087,rut0087,Cli0062,,,,,,,,,,,,,,,,,,,,,2/2/2026,,
46e8e49c,29/4/2026,Prospecto,,,Espera Cliente,,,Individual,Seg0028,,,FALSE,TRUE,rut0187,rut0187,Cli0122,,,UF,,,,,,,,,,,,,,,,,,,,
bfdedb94,23/1/2026,Prospecto,,,Perdido,,,Individual,Seg0028,,,FALSE,,rut0054,rut0054,Cli0040,,,UF,,,,,,,,,,,,,,,,,Auto Vendido,2/2/2026,,
1052a1a4,29/4/2026,Negocio,Aceptado,,Ganado,,,Individual,Seg0028,d89aca51,,FALSE,TRUE,rut0011,rut0011,Cli0010,Pro0032,Eje0001,UF,$11.95,$0.00,$0.00,$0.00,$0.00,$0.00,17.00%,0.00%,PAT,12,$1.21,,1440658,,,,"17270865-k
Camilo aburto",5/5/2026,,
1d6dc457,29/4/2026,Prospecto,,,Pendiente,,,Individual,Seg0028,,,FALSE,TRUE,rut0028,rut0028,Cli0023,,,UF,,,,,,,,,,,,,,,,,,,,
d51d7ce2,26/1/2026,Negocio,Aceptado,,,,,Individual,Seg0028,4bd74a36,,FALSE,TRUE,rut0183,rut0183,Cli0112,,,UF,,,,,,,13.50%,0.00%,PAT,,,Autoinspección,2830242,,,,e430e5e3,5/2/2026,,
d3752173,29/4/2026,Prospecto,,,Pendiente,,,Individual,Seg0028,,,FALSE,TRUE,ee1911c5,ee1911c5,a37bf75b,,,,,,,,,,,,,,,,,,,,ce2814f7,,,
abf5ecf7,29/4/2026,Prospecto,,,Pendiente,,,Individual,Seg0028,,,FALSE,TRUE,ee1911c5,ee1911c5,a37bf75b,,,,,,,,,,,,,,,,,,,,fbb6d7e5,,,
cc870851,30/4/2026,Prospecto,,,Pendiente,,,Individual,Seg0028,,,FALSE,TRUE,ee1911c5,ee1911c5,a37bf75b,,,UF,,,,,,,,,,,,,,,,,Siniestrado. Esperar,,,
77c17dea,27/1/2026,Prospecto,,,Perdido,,,Individual,Seg0028,,,FALSE,,rut0133,rut0133,Cli0089,,,,,,,,,,,,,,,,,,,,deducible UF10 UF19.49 anual. taller de marca,6/2/2026,,
0598c408,27/1/2026,Negocio,Aceptado,,,,,Individual,Seg0028,cff28110,,FALSE,TRUE,rut0180,rut0180,Cli0119,4fdf4801,,UF,,,,,,,10.50%,0.00%,PAT,,,Autoinspección,2825943,,,,pagaba UF7.34 por PT+RC,6/2/2026,,
