ID,Fecha,Estado,Compañía,Tipo Ingreso,Recibo,CC Envío,CC Correos,Asunto,Cuerpo Inicial,Cuerpo Final,Comentarios,Respuesta,Envío,HTML,Impresión,PDF,Envíos
 ,,,,,,,,,,,,,,,,,
